Sampling Location,Duplicate Sample,Sample Date,Sample Time,Weather Condition (Dry or Wet),Top Sample Temperature (ºC),Bottom Sample Temperature (ºC),Site Actual Depth (ft),Top Sample Depth(ft),Bottom Sample Depth (ft),Top Salinity  (psu),Bottom Salinity  (psu),Top Conductivity (S/m),Bottom Conductivity (S/m),"CTD (conductivity, temperature, depth profiler) Top Dissolved Oxygen (mg/L)","CTD (conductivity, temperature, depth profiler) Bottom Dissolved Oxygen (mg/L)",Percentage O2 Saturation Top Sample,Percentage O2 Saturation Bottom sample,Light Trans (% transparency) Top Sample,Light Trans (% transparency) Bottom Sample,Top Sigma-T (kg/m3),Bottom Sigma-T (kg/m3),Top Fluorometer (mg/m3),Bottom Fluorometer mg/m3,"CTD (conductivity, temperature, depth profiler) PH Top Sample","CTD (conductivity, temperature, depth profiler) PH Bottom Sample",Top Sample Photosysthetically Active Radiation Reference (400-700nm light (uE/S),Top Sample Par (uE/S m2),Bottom Sample Par uE/S (uE/S m2),Oxidation Reduction Potential (mV) Top Sample,Oxidation Reduction Potential (mV) Bottom Sample,Current Speed (knot),Current Direction (Current Direction),Wind Speed (mph),Wind Direction (Wind Direction),Sea State ,Winkler Method Top Dissolved Oxygen (mg/L),Winkler Method Bottom Dissolved Oxygen (mg/L),Secchi Depth (ft),Top PH,Bottom PH,Top Total Coliform Cells/100 mL,Top Bottom Coliform Cells/100 mL,Fecal Coliform Top Sample Less Than or Greater Than Result,Fecal Coliform Bottom Sample Less Than or Greater Than Result,Top Fecal Coliform Bacteria (Cells/100mL),Bottom Fecal Coliform Bacteria (Cells/100mL),Enterococcus Top Sample Less Than or Greater Than Result,Enterococcus Bottom Sample Less Than or Greater Than Result,Top Enterococci Bacteria (Cells/100mL),Bottom Enterococci Bacteria (Cells/100mL),Top Nitrate/Nitrite (mg/L),Bottom Nitrate/Nitrite (mg/L),Top Ammonium (mg/L),Bottom Ammonium (mg/L),Top Ortho-Phosphorus (mg/L),Bottom Ortho-Phosphorus (mg/L),Top Total Kjeldhal Nitrogen (mg/L),Bottom Total Kjeldhal Nitrogen (mg/L),Top Silica (mg/L),Bottom Silica (mg/L),Total Phosphorus(mg/L),Bottom Total Phosphorus (mg/L),Top Total Suspended Solid (mg/L),Bottom Total Suspended Solid (mg/L),Top Active Chlorophyll 'A' (µg/L),Bottom Active Chlorophyll 'A' (µg/L),Chlorophyll Top Sample Field (u/L (YSI),Chlorophyll Bottom Sample Field (u/L (YSI),TOP Total Organic Carbon (mg/L),Top Dissolved Organic Carbon (mg/L),Bottom Dissolved Organic Carbon (mg/L),Top Dissolved Organic Carbon YSI (mg/L),Bottom Dissolved Organic Carbon YSI (mg/L),Top Sample Depth  YSI (ft),Bottom Depth  YSI (ft),Top Sample Salinity YSI (psu),Bottom Sample Salinity YSI (psu),Top Sample Temperature  YSI (ºC),Bottom Sample Temperature YSI (ºC),Top Bacteria # per C.C. 1909,Bottom Bacteria # per C.C. 1909,Top Beam Attenuation Coefficient,Bottom Beam Attenuation Coefficient,Top Five-Day Biochemical Oxygen Demand(mg/L),Bottom Five-Day Biochemical Oxygen Demand(mg/L),Top PCB Plate Count (Thous/mL) ,Bottom PCB plate Count (Thous/mL) ,Top Coliform (Log No/mL),Bottom Coliform (Log No/mL),Oakwood BOD Top Sample (mg/L) ,Oakwood BOD Bottom Sample(mg/L),Oakwood  Total Suspended Solid Top Sample  (mg/L),Oakwood Total Suspended Solid Bottom Sample (mg/L),Top Turbidity( Nephelometric Turbidity Units),Bottom Turbidity YSI (Nephelometric Turbidity Units),Sampling Comment,Long,Lat,Type
NC1,,09/13/2006,10:21 AM,Dry,21.07,21.39,20,6,19,22.03,22.63,3.23,3.33,7.1,4.04,90.89,52.2,,,14.63,15.01,,,,,,,,75.786,82.979,0.2,NW,5,NE,1,5.72,5.31,4.5,7.37,7.35,,,,,15,8,,,30,28,0.324,,0.37,,0.11,,1.65,,2.32,,0.244,,10.5,2.5,58.63,,,,,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC0,,05/24/2016,9:30 AM,Wet,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,weak,S,0.0,0.0,1,7.04,,4.0,7.44,,,,,,117,,E,,70,,0.284,,0.393,,0.085,,0.714,,1.232,,0.130,,10,,6.00,,6.99,,,3.03,,7.24,,,,24.36,,16.17,,,,,,,,,,,,,,,,2.64,,All readings were taken using EXO Instrument. Aeration system on. No bottom due to malfunction of overhead winch.,-73.931556,40.714961,Permanent
NC1,,07/30/2013,10:27 AM,Dry,24.18,24.01,19,3,14,22.32,22.51,3.49,3.5,6.02,1.76,81.52,23.77,99.12,77.16,14.02,14.21,18.9431,21.7493,,,1965.6,1935.9,43.55,,,weak,S,5,NNW,1,4.93,5.24,3,7.38,7.45,,,,,33,44,E,E,60,4,0.112,,0.34,,0.18,,1.225,,2.9,,0.293,,16,3,16.1,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC1,,05/19/2010,10:17 AM,Wet,13.12,12.95,21,3,18,21.9,22.13,2.69,2.71,3.33,4.43,36.33,48.17,,,16.25,16.46,5.91,5.78,,,,,,,,weak,S,3,N,1,5.29,4.78,1.5,7.1,7.09,,,,,"7,000",4800,,,1120,390,0.27,,0.524,,0.075,,1.513,,1.44,,0.22,,5.6,1.8,23.7,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC2,,07/08/2014,9:57 AM,Dry,23.32,22.27,19,3,15,18.93,19.9,2.95,3.02,4.77,3.29,62.13,42.46,32.96,53.42,11.7,12.72,24.0444,11.5589,,,1354.5,1520,8.81,154.636,150.005,lwslk,,4,W,1,5.4,5.63,2,7.33,7.37,,,,,225,400,E,E,8,8,0.196,,0.352,,0.113,,0.988,,0.833,0.721,0.36,,19,12,51.6,,,,,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,Brown Water,-73.935500,40.728833,Permanent
NC0,,09/23/2015,9:30 AM,Dry,22.1,22.06,14,3,13,23,23.06,3.43,3.44,5.93,5.92,77.7,77.48,65.03,67.09,15.1,15.16,5.663,6.6413,,,,1864.4,30.29,191.256,184.802,WEAK,SW,4,NE,1,6.48,6.45,3,7.2,7.23,,,,,520,580,E,E,8,20,0.395,,0.801,,0.131,,1.194,,4.209,4.485,0.251,,21,22,39.3,,,,,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,Areation system operational between NC0 & NC1,-73.931556,40.714961,Permanent
NC0,,12/03/2015,9:10 AM,Wet,11.12,11.13,13,3,8,23.39,23.39,2.72,2.72,3.28,3.33,34.55,35.07,73.07,73.62,17.73,17.74,9.5701,11.5148,,,,317.9,56.4,246.19,256.545,LW  0,0,4,W,1,3.6,3.54,4,7.28,7.28,,,,,220,310,,,260,280,0.488,,0.556,,0.107,,0.718,,3.07,3.106,0.219,,3,16,15.1,,,,,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,Aeration system off between NC0 and NC1.,-73.931556,40.714961,Permanent
NC3,,07/02/2012,11:00 AM,Dry,22.73,21.25,24,3,22,22.76,24.19,3.45,3.53,3.8,3.87,50.29,50.29,,,14.75,16.22,28.8792,5.493,,,,,,,,slk,E,8,W,1,4.2,4.07,2.5,7.36,7.35,,,,,116,58,E,E,12,24,0.248,,0.32,,0.15,,0.878,,1.6,,0.239,,8,7,3.2,,,,,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC1,,07/23/2012,10:19 AM,Dry,23.87,23.08,22,3,18,23.58,24.18,3.64,3.67,2.08,0.9,28.27,12.11,49.7,68.56,15.06,15.73,86.5813,18.6242,7.31,7.24,2110,3420.8,15.66,116.825,114.057,WEAK,S,3,W,1,1.52,1.63,2.5,7.06,7.08,,,,,410,520,E,E,28,44,0.17,,0.513,,0.241,,1.127,,1.15,,0.357,,7,5,9.7,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC3,,06/18/2003,11:48 AM,Wet,17.69,17.58,25,4,19,20.95,21.64,2.87,2.95,,,120.8,121.03,,,14.62,15.16,,,,,,,,,,,SLACK,CALM,CALM,1,7.8,6.45,2.5,7.62,7.77,,,,,800,800,,,2000,1070,0.334,,0.335,,0.058,,1.66,,0.98,,0.23,,6.4,5.2,9.89,,,,,4.41,,10.13,10.13,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC0,,10/25/2016,9:29 AM,Dry,18.27,18.73,14.0,3,11,21.76,23.39,3.0,3.2,0.08,0.11,1.0,1.3,67.7,75.3,15.10,16.24,0.76,0.72,7.36,7.31,561,304,11,-64.28,12.34,WEAK,E,3.0,W,1,0.00,0.00,3.0,7.24,7.20,,,>,>,"6,000","6,000",,,"2,320",3000,0.050,,1.280,,0.305,,1.510,,4.402,4.266,0.413,,6,5,0.66,,,,,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,Aeration System off. Zero top and bottom DO readings were confirmed; DO samples were taken several times. Sulfur smell at site.,-73.931556,40.714961,Permanent
NC1,,06/24/2015,9:32 AM,Wet,22.79,21.02,19,3,16,19.79,21.72,3.04,3.19,6.21,2.24,80.79,28.56,51.73,67.34,12.5,14.41,16.2577,5.525,,,,3593.7,15.08,285.536,286.549,,,7,NW,1,6.95,5.25,1,7.4,7.22,,,,,"34,000",28000,,,4600,4100,0.232,,0.478,,0.107,,1.331,,1.236,1.139,0.318,,28,18,51.2,,,,,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC2,,09/01/2010,10:29 AM,Dry,24.69,23.9,18,3,16,22.41,23.12,3.54,3.58,1.78,1.09,24.39,14.85,73.04,82.87,13.95,14.7,13.9199,8.7838,7.62,7.56,1698.6,69.92,4.37,136.044,136.987,0.2,E,CALM,,1,2.02,1.52,3,7.05,7.01,,,,,172,40,<,E,4,4,0.25,,0.573,,0.216,,2.07,,2.49,,0.301,,4.6,10,8.2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC3,,07/17/2012,10:38 AM,Dry,24.07,23.52,23,3,21,24.15,24.41,3.74,3.73,3.52,3.57,48.04,48.44,69.09,65.13,15.43,15.78,17.6796,6.5415,7.45,7.44,1747.7,2526.8,12.44,133.488,128.679,WEAK,W,6,W,1,4.33,4.21,2.5,7.28,7.3,,,,,237,650,E,E,20,72,0.281,,0.358,,0.175,,0.66,,1.39,,0.228,,5,5,4,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,brown water,-73.946167,40.737167,Permanent
NC3,,09/01/2009,10:32 AM,Dry,23.36,23.29,23,3,19,21.31,21.74,3.29,3.34,3.98,3.11,52.89,41.38,,,13.49,13.83,41.2753,13.9525,8.24,8.18,1754.8,151.27,0.19,106.41,108.185,0.4,W,6,N,1,4.13,3.71,2.5,7.17,7.17,,,E,E,1560,1420,E,E,40,28,0.376,,0.386,,0.166,,1.34,,2.01,,0.247,,10,9.6,18.3,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC2,,05/28/2009,10:49 AM,Dry,16.09,15.69,17,3,15,21.95,22.38,2.89,2.91,9.25,6.61,107.55,76.32,,,15.72,16.13,61.9762,31.5544,7.65,7.53,593.07,24.55,0,208.745,209.553,WEAK,E,5,N,1,9.69,9.6,3,7.46,7.47,,,,,132,116,E,E,24,24,0.361,,0.207,,0.062,,0.868,,0.884,,0.174,,7.6,12.6,39.3,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC0,,07/02/2012,10:26 AM,Dry,23.15,21.95,13,3,10,22.01,22.8,3.37,3.4,1.17,2.44,15.59,31.86,,,14.07,14.99,1.3026,4.5494,,,,,,,,weak,E,5,W,1,4.15,4,2,7.32,7.35,,,,,1000,660,,,190,194,0.142,,0.444,,0.165,,1.543,,1.66,,0.329,,2,3,4.7,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC0,,07/26/2011,10:35 AM,Dry,24.37,24.18,16,3,13,22.15,22.39,3.48,3.5,2.55,0.91,34.72,12.38,77.35,75.98,13.84,14.08,11.2855,10.7694,7.33,7.26,2008.6,,,222.862,234.077,LW SLK,,CALM,,1,4.7,2.08,3.5,7.07,7.08,,,>,>,"4,000",4000,E,E,2300,2160,0.086,,0.648,,0.251,,1.28,,2.22,,0.398,,12,12,0.9,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC1,,05/17/2016,9:36 AM,Dry,13.93,14.42,20.0,3,20,20.67,21.62,2.6,2.7,7.46,4.99,82.0,55.8,64.1,63.9,15.15,15.79,9.57,11.56,7.51,7.41,,,,300.02,300.77,0.2,N,3.0,SW,1,7.76,6.71,3.5,7.56,7.52,,,,,120,39,E,E,24,8,0.411,,0.292,,0.051,,0.814,,1.308,1.111,0.157,,7,6,21.00,,,,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC2,,06/02/2005,11:21 AM,Dry,18.69,15.34,16,4,17,13.05,21.22,1.9,2.75,,,117.23,13.44,91.18,34.39,8.39,15.31,63.83,2.47,8.35,7.53,1252.3,30.38,0.1,65.16,-7.49,0.5,W,CALM,CALM,1,4.95,1.53,2,7.34,7.09,,,,,40,15,,,65,15,0.352,,3.01,,0.322,,5.67,,0.69,,0.63,,5.75,14.5,94.9,,,,,7.59,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC0,,05/26/2004,5:28 PM,Wet,,,17,,,,,,,,,,,,,13.08,14.29,,,,,,,,,,Slack,,0,0,1,1.85,1.63,0.5,7.34,7.31,,,,,1340,240,,,113,52,0.006,,0.935,,0.234,,2.34,,1.83,,0.378,,12.6,40.2,61.2,,64.1,,,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC1,,05/27/2014,9:28 AM,Dry,16.32,15.27,22,3,20,18.97,20.22,2.54,2.63,5.07,4.75,58.07,53.72,78.78,82.77,13.39,14.56,6.0267,4.406,7.42,7.45,1272.3,1595.7,8.46,158.661,170.205,hwslk,,4,W,1,5.55,5.19,3,7.09,7.08,,,,,108,176,,,,,0.262,,0.321,,0.131,,0.96,,1.81,1.68,0.157,,6,3,10,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,Aeration system at the NC statio.System is on.: Inc#21 had no power on 5/28/14 at 8am.,-73.927040,40.724545,Permanent
NC3,,06/05/2012,11:03 AM,Dry,19.03,18.6,27,3,25,21.81,23.26,3.07,3.22,4.65,4.74,57.1,58.2,,,14.96,16.16,32.737,2.8999,,,,,,,,0.3,N,5,N,1,6.66,5.91,3.5,7.35,7.33,,,,,595,200,E,E,32,40,0.264,,0.254,,0.109,,0.905,,1.73,,0.18,,6,14,7.8,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,bottom samples taken with kemmerer max depth 50ft (rope 60 ft),-73.946167,40.737167,Permanent
NC1,,07/15/2009,10:46 AM,Dry,22.66,20.87,20,3,17,19.88,20.91,3.04,3.07,14.6,0.68,189.85,8.67,,,12.6,13.84,75.4813,5.8318,8.59,7.31,,133.92,0,118.585,123.762,WEAK,S,6,WSW,1,4.47,5.82,1.5,6.99,7.27,,,,E,80,48,E,E,20,30,0.19,,0.272,,0.141,,1.33,,1.52,,0.254,,22.2,1.8,32.4,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC3,,10/22/2008,10:50 AM,Dry,,,21,,,,,,,,,,,,,,,,,,,,,,,,0.4,E,15,N,1,12.7,11.2,4,7.72,7.66,,,,,88,84,,,20,12,0.442,,0.191,,0.066,,1.56,,0.094,,0.178,,10.4,14.4,22.15,,,,,3.5,,,,,,24,24,15,15.3,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC2,,06/21/2016,9:39 AM,Dry,20.21,19.73,19.0,3,15,24.06,24.30,3.4,3.4,5.47,4.55,69.6,57.4,65.7,66.3,16.39,16.69,4.35,3.80,7.36,7.34,,,,252.96,257.64,0.3,E,10.0,NNW,1,5.27,4.83,4.0,7.42,7.39,,,,,31,50,E,E,8,24,0.280,,0.237,,0.103,,0.642,,1.581,1.576,0.149,,18,23,12.90,,,,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC1,,06/18/2014,9:52 AM,Dry,20.21,20.25,20,3,15,19.83,19.91,2.88,2.9,6.99,8.08,86.79,100.42,57.2,50.9,13.18,13.23,18.9927,22.2031,,,1890.6,3426,13.02,220.885,223.041,0.4,S,8,W,1,6.23,8.27,2,7.35,7.51,,,,,238,200,E,E,12,24,0.223,,0.2,,0.107,,0.686,,2.25,2.31,0.278,,5,12,54,,,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,Brown Water,-73.927040,40.724545,Permanent
NC3,,09/09/2010,10:43 AM,Dry,23.1,23.1,25,3,23,24.42,24.6,3.7,3.72,4.12,4.02,55.46,54.25,77.65,78.4,15.9,16.04,6.9128,6.5249,8.02,7.99,554.43,28.15,0,192.044,193.683,HW SLK,,8,NNW,1,5.07,4.81,4.5,7.26,7.25,,,,,30,38,E,E,8,16,0.414,,0.374,,0.171,,2.03,,1.89,,0.224,,7.2,5.6,4.4,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC3,,10/26/2010,11:17 AM,Dry,16.03,16.03,25,3,23,23.45,23.89,3.06,3.12,5.66,5.39,66.28,63.22,73.03,71.57,16.88,17.22,15.8729,7.931,8.5,8.47,1733.1,42.96,0,97.132,93.79,SLK,,CALM,,1,7.31,7.06,4,7.44,7.41,,,,,13,15,E,E,12,4,0.463,,0.352,,0.13,,0.667,,1.98,,0.171,,4,7.6,15.6,,,,,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC1,,06/07/2006,10:55 AM,Wet,18.3,17.3,23,4,20,17.45,19.86,2.46,2.71,2.65,0.17,31.28,2.05,,,11.82,13.87,,,,,,6.66,,40.911,-154.424,0.4,W,7,N,1,1.39,1.04,3,7.03,7.02,,,,,"1,460",1160,,,480,440,0.1,,0.765,,0.161,,2.15,,1.36,,0.29,,35.75,21.75,37.81,,,,,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC1,,04/04/2017,9:26 AM,W,8.93,6,20,3,17,8.4,22.11,1.01,2.27,9.19,5.86,83.8,54.48,,,6.37,17.39,1.54,2.2,,,,,,,,WEAK,S,3,NE,1,6.55,5.5,1,7.47,7.45,,,,,"41,000","6,545",,,"12,800",3100,0.334,,0.485,,0.043,,1.533,,1.694,1.593,0.246,,27,18,3.1,,,,,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.92704,40.72455,Permanent
NC1,,10/11/2018,5:14 PM,D,22.09,21.89,18.00,3,18,20.02,21.05,3.03,3.2,2.46,2.66,31.7,34.3,54.2,76.6,12.85,13.69,6.88,5.88,7.28,7.27,59,51,0,1.865E+02,1.865E+02,0.2,N,5.00,NW,1,2.83,2.83,1.0,7.17,7.25,,,>,,6000,8300,>,,1200,520,0.385,,0.797,,0.165,,1.069,,3.806,3.77,0.298,,25,27,5.16,,,,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,"Aeration off, sampled after short rain shower",-73.92704,40.72455,Permanent
NC0,,07/13/2018,7:13 AM,,,,20,,,,,,,,,,,,,,,,,,,,,,,,0.1,E,1,NW,1,,,,7.22,7.33,,,,,,,,,,,,,,,,,,,,,,,,,,,201.37,7.11,,,,0.32,1.22,,,23.03,23.88,22.88,22.59,,,,,,,,,,,,,,,7.05,4.25,"Aeration off,Reddish brown water. Lots floatable",-73.93156,40.71496,Permanent
NC0,,07/11/2018,9:00 AM,,,,22,,,,,,,,,,,,,,,,,,,,,,,,0.2,W,7,N,1,,,,7.82,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,90.84,1.78,,,,7.17,0.49,,,22.66,22.96,23.59,22.67,,,,,,,,,,,,,,,3.99,0.61,"Aeration off,Reddish brown water",-73.93156,40.71496,Permanent
NC1,,04/24/2018,9:45 AM,D,,,10,,,,,,,,,,,,,,,,,,,,,,,,0.2,W,7,ESE,1,,,,7.71,7.71,,,,,80,,E,,16,,0.344,,0.49,,0.042,,1.123,,2.308,,0.217,,11,,6.06,,9.08,8.71,,3.65,,7.46,7.42,,,18.82,19.14,9.53,9.25,,,,,,,,,,,,,,,2.24,2.86,Aeration off,-73.92704,40.72455,Permanent
NC1,,07/13/2018,2:30 PM,,,,20,,,,,,,,,,,,,,,,,,,,,,,,1,W,CALM,N,1,,,,8.23,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,49.13,3.39,,,,9.93,2.68,,,23.13,24.05,24.27,22.44,,,,,,,,,,,,,,,3.11,2.95,"Aeration off,Reddish brown water",-73.92704,40.72455,Permanent
NC3,,07/13/2018,7:45 AM,,,,28,,,,,,,,,,,,,,,,,,,,,,,,0.2,E,2,NW,1,,,,7.64,7.62,,,,,,,,,,,,,,,,,,,,,,,,,,,7.58,4.99,,,,4.71,4.55,,,24.02,24.68,22.31,21.3,,,,,,,,,,,,,,,3.02,15.51,,-73.94617,40.73717,Permanent
NC1,,04/10/2018,9:37 AM,D,7.08,7,16,3,13,18.07,18.42,1.9,1.97,11.64,11.09,108.2,103.1,,,14.11,14.39,24.8,22.51,,,,,,,,0.1,S,0,E,1,11.64,11.27,2.5,8.19,8.16,,,,,,,E,E,20,16,0.38,,0.107,,0.032,,0.711,,2.547,2.454,0.126,,14,15,35.9,,,,,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,Newtown creek Aeration on. South of NC (grand ave bridge ),-73.92704,40.72455,Permanent
NC0,,07/10/2018,8:07 AM,,,,23,,,,,,,,,,,,,,,,,,,,,,,,0.2,W,4,SW,1,,,,7.36,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,63.72,12.37,,,,2.16,1.46,,,22.37,22.93,22.82,22.61,,,,,,,,,,,,,,,4.36,4.24,Aeration off,-73.93156,40.71496,Permanent
NC2,,07/13/2018,2:34 PM,,,,18.5,,,,,,,,,,,,,,,,,,,,,,,,1,W,CALM,N,1,,,,8.6,7.53,,,,,,,,,,,,,,,,,,,,,,,,,,,50.92,2.2,,,,14.49,3.82,,,23.12,24.31,24.6,22.2,,,,,,,,,,,,,,,2.93,8.98,Reddish brown water. High pH was read several times.,-73.9355,40.72883,Permanent
NC0,,09/25/2018,10:41 AM,W,21.61,21.97,20.00,3,19,19.03,20.15,2.86,3.0,6.46,6.39,81.9,82.2,80.2,79.8,12.23,12.99,2.11,2.00,7.40,7.39,161,326,4,1.142E+02,1.146E+02,0,0,6.00,SE,1,6.51,6.48,5.5,7.38,7.37,,,,,3100,3200,,,840,820,0.504,,0.828,,0.171,,1.16,,4.702,4.561,0.289,,34,46,1.29,,,,,3.29,,,,,,,,,,,,NS,NS,,,,,,,,,,,,,aeration on,-73.93156,40.71496,Permanent
NC3,,07/11/2018,9:52 AM,D,22.76,22.16,23,3,23,23.55,23.84,3.56,3.55,5.1,4.85,67.8,63.9,,,15.34,15.72,10.82,7.04,,,,,,,,0.1,S,5,N,1,5.26,5.29,2.5,7.38,7.35,,,E,,64,104,E,E,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.94617,40.73717,Permanent
NC2,,04/17/2018,10:04 AM,W,,,15,,,,,,,,,,,,,,,,,,,,,,,,0.4,N,13,W,1,,,,7.98,8.15,,,,,9090,,,,2200,,0.263,,0.444,,0.032,,0.889,,1.368,,0.143,,16,,12.5,,15.27,24.85,,2.74,,9.25,9.48,,,16.91,21.95,7.82,7.16,,,,,,,,,,,,,,,6.94,3.35,,-73.9355,40.72883,Permanent
NC0,,05/22/2018,9:19 AM,D,15.34,15.36,13,3,10,19.17,19.2,2.5,2.51,6.01,5.92,67.5,66.5,,,13.74,13.76,0.92,0.94,,,,,,,,0,0,2,S,1,6.34,6.44,5,7.05,7.01,,,,,744,758,,E,80,60,0.291,,0.419,,0.068,,1.189,,2.791,2.823,0.249,,19,15,5.82,,,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,Aeration ON,-73.93156,40.71496,Permanent
NC1,,10/02/2018,9:37 AM,D,21.47,21.61,17.00,3,16,18.31,20.11,2.76,3.0,4.87,3.64,61.4,46.5,79.1,75.6,11.72,13.05,2.58,2.07,7.36,7.36,1667,4259,95,1.875E+02,1.878E+02,0,0,6.00,SW,1,4.86,4.66,6.5,7.24,7.25,,,,,,,,E,104,72,0.542,,0.639,,0.135,,1.1,,4.119,3.991,0.263,,20,17,1.69,,,,,2.78,,,,,,,,,,,,NS,NS,,,,,,,,,,,,,green water,-73.92704,40.72455,Permanent
NC2,,06/26/2018,9:43 AM,D,20.56,20.28,20,3,18,23.27,23.5,3.36,3.37,4.2,3.57,53.6,45.4,,,15.7,15.95,12.13,7.37,,,,,,,,0.2,W,3,W,1,5.25,5.38,2.5,7.33,7.31,,,E,E,40,28,<,<,4,4,0.229,,0.484,,0.109,,0.909,,1.962,1.953,0.305,,35,30,18.8,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,Brown water,-73.9355,40.72883,Permanent
NC0,,05/30/2018,9:01 AM,D,17.05,16.92,17,3,16,21.01,21.12,2.8,2.84,4.81,4.73,56.5,55.6,,,14.8,14.91,1.09,1.03,,,,,,,,0.1,E,2,SE,1,5.26,5.69,4,7.16,7.17,,,,,2000,2300,,,80,88,0.283,,0.79,,0.074,,1.04,,2.177,2.215,0.273,,21,18,6.41,,,,,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,"Aeration on, Brown water",-73.93156,40.71496,Permanent
NC1,,05/01/2018,9:38 AM,D,10.39,10.64,18,3,17,18.27,19.28,2.1,2.25,8.84,6.58,88.8,66.9,,,13.87,14.62,2.4,7.19,,,,,,,,0.5,N,5,W,1,,,3,7.7,7.67,,,E,E,12,20,E,E,4,4,0.322,,0.306,,0.043,,0.48,,2.13,2.142,0.102,,15,8,25.2,,,,,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,"Aeration off , No DO(Wnklr) short crew on board",-73.92704,40.72455,Permanent
NC2,,07/11/2018,9:41 AM,D,23.36,22.35,21,3,17,22.99,23.8,3.52,3.56,5.77,3.76,77.2,49.7,,,14.76,15.64,20.27,3.38,,,,,,,,0.2,W,6,W,1,6.1,4.82,3,7.44,7.37,,,,E,200,56,<,E,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown water,-73.9355,40.72883,Permanent
NC0,,10/02/2018,9:21 AM,D,21.42,21.57,16.00,3,13,18.04,19.63,2.72,2.9,4.74,3.68,59.6,46.8,79.5,80.0,11.53,12.70,1.52,1.70,7.35,7.36,1398,2755,149,1.834E+02,1.823E+02,0,0,3.00,W,1,4.66,4.68,7.0,7.21,7.19,,,,,,,E,E,72,72,0.533,,0.861,,0.15,,1.2,,4.088,4.087,0.288,,14,13,1.2,,,,,2.71,,,,,,,,,,,,NS,NS,,,,,,,,,,,,,"Aeration off, Green water",-73.93156,40.71496,Permanent
